Time,Object_Name,X,Y,Z
12/28/2001,Braille,99,99,99
3/16/2002,199,0.15039792,-0.37075622,-0.21314994
6/3/2002,90000855,2.77968272,2.57439126,0.8765055
7/14/2002,Gaspra,1.35841109,1.10953689,0.55487944
7/16/2002,Polymele,99,99,99
7/18/2002,90000191,99,99,99
7/21/2002,199,99,99,99
7/21/2002,Patroclus,99,99,99
7/25/2002,Lutetia,-2.69934086,0.67361552,0.45503873
10/4/2002,90000190,99,99,99
10/4/2002,Itokawa,99,99,99
10/9/2002,399,99,99,99
10/11/2002,Mathilde,-0.58121847,2.72237611,0.81802168
10/12/2002,Orus,99,99,99
10/13/2002,Polymele,99,99,99
10/17/2002,Polymele,99,99,99
10/19/2002,SUN,99,99,99
10/27/2002,-122911,99,99,99
10/28/2002,301,99,99,99
11/4/2002,Bennu,99,99,99
11/29/2002,599,-3.24409928,3.8070153,1.71079868
11/30/2002,Itokawa,-0.26349475,-0.85896595,-0.37419016
12/2/2002,699,0.79279652,8.32739033,3.40540302
12/2/2002,Patroclus,1.36241106,3.96837056,2.80035699
12/3/2002,599,-3.26825498,3.79102758,1.70453388
12/4/2002,-122911,0.31223452,0.85355659,0.37012942
12/13/2002,599,-3.32818654,3.75053006,1.6886343
12/13/2002,699,0.72838289,8.33102479,3.40967586
12/13/2002,Eros,-6.56231965,-29.02840094,-7.08131324
12/17/2002,301,0.09157707,0.89673892,0.38871181
12/17/2002,90000191,1.3966573,4.10415014,1.84285472
12/31/2002,Apophis,0.72819346,-0.18260321,-0.0494371
12/31/2002,-122911,-0.15364626,0.88644942,0.38432993
12/31/2002,Patroclus,99,99,99
2/3/2003,Eurybates,99,99,99
4/7/2003,301,99,99,99
4/14/2003,Leucus,99,99,99
4/16/2003,Polymele,-4.68816128,-2.9001572,-0.82815733
4/22/2003,Annefrank,2.19139535,0.57106694,0.07219715
4/23/2003,Ryugu,-0.57265193,-1.11470187,-0.50168914
4/24/2003,Orus,-5.12369255,-0.17238157,-0.87240089
5/15/2003,Braille,0.47860453,-1.46416551,-0.00440755
5/19/2003,Eurybates,-4.259968,-3.2663351,-1.357968
5/21/2003,90000188,0.5326093,4.05700297,1.98703615
5/22/2003,433,-1.16456736,0.27321271,-0.05486199
5/25/2003,699,-0.22859679,8.33727461,3.45345745
5/25/2003,Bennu,0.82190198,0.38714227,0.21543067
5/29/2003,Eurybates,-4.21797413,-3.31337585,-1.3890667
5/30/2003,399,99,99,99
5/31/2003,Mathilde,99,99,99
6/2/2003,599,99,99,99
6/11/2003,-122911,99,99,99
6/14/2003,Ryugu,99,99,99
6/25/2003,301,99,99,99
6/30/2003,Eurybates,-4.07870088,-3.45999692,-1.48693393
6/30/2003,90000855,99,99,99
6/30/2003,Dinkinesh,99,99,99
7/2/2003,90000190,99,99,99
7/4/2003,Patroclus,-0.14942322,4.03328939,3.38788486
7/7/2003,433,-1.20720735,-0.36694163,-0.42643024
7/23/2003,-122911,99,99,99
7/24/2003,Dinkinesh,99,99,99
7/25/2003,299,-0.18538698,0.62483749,0.29303204
7/26/2003,Apophis,-0.9951506,-0.2360115,-0.11381547
8/7/2003,Orus,-5.0197814,-0.90080729,-1.147075
8/8/2003,Mathilde,-2.8310852,1.68793961,0.50844962
8/8/2003,Apophis,-0.89092638,-0.40800471,-0.17511427
8/8/2003,Gaspra,99,99,99
8/9/2003,299,99,99,99
8/9/2003,Polymele,99,99,99
8/12/2003,Eros,-5.80335549,-29.21570838,-7.36915588
8/12/2003,90000190,0.04990788,3.9077935,2.00424261
8/12/2003,Polymele,-4.2414433,-3.43740337,-1.25429443
8/12/2003,-122911,0.76567788,-0.61527769,-0.26670958
8/12/2003,Gaspra,-2.42876821,0.56268965,0.0498035
8/13/2003,399,0.77684435,-0.60320828,-0.26155471
8/14/2003,699,-0.70390607,8.30722776,3.46150946
8/14/2003,-122911,0.78732704,-0.59128699,-0.25630567
8/15/2003,Ryugu,0.81960591,-1.07396483,-0.33918914
8/16/2003,Eurybates,-3.86111762,-3.6641725,-1.62585699
8/16/2003,Ceres,0.70106589,2.41714971,0.99582876
8/17/2003,Patroclus,99,99,99
8/18/2003,Braille,99,99,99
8/26/2003,Polymele,-4.18159686,-3.496014,-1.30308739
8/26/2003,Vesta,-1.28886889,-1.66779684,-0.49548859
8/29/2003,399,99,99,99
8/29/2003,599,-4.62172049,2.47047467,1.17144885
8/29/2003,90000188,99,99,99
8/29/2003,90000190,-0.04946295,3.8658634,2.0020061
8/29/2003,Dinkinesh,-0.85354112,1.59215787,0.76850818
8/31/2003,90000855,-1.5307436,0.43300731,0.23132569
9/1/2003,90000190,99,99,99
9/2/2003,Vesta,99,99,99
9/2/2003,Donaldjohanson,-1.87810246,-1.31555857,-0.71241401
9/3/2003,90000855,99,99,99
9/4/2003,Eros,99,99,99
9/4/2003,Leucus,99,99,99
9/5/2003,599,99,99,99
9/5/2003,Ceres,0.49532332,2.42974651,1.04365851
9/6/2003,90000190,-0.09621442,3.84475149,2.00024012
9/6/2003,Eurybates,99,99,99
9/6/2003,Mathilde,-2.95610375,1.49838821,0.45162266
9/6/2003,Lutetia,99,99,99
9/6/2003,Ryugu,1.01408599,-0.87379422,-0.23954266
9/6/2003,-122911,99,99,99
9/6/2003,90000855,-1.55009894,0.34044726,0.19642143
9/7/2003,90000188,99,99,99
9/10/2003,299,99,99,99
9/16/2003,Itokawa,99,99,99
9/16/2003,Patroclus,99,99,99
9/17/2003,599,99,99,99
9/17/2003,699,-0.90294025,8.28807501,3.46216692
9/17/2003,433,99,99,99
9/17/2003,Apophis,99,99,99
9/17/2003,90000855,-1.57509107,0.1686166,0.13116472
9/18/2003,301,1.00418517,-0.08708256,-0.03769682
9/18/2003,699,-0.90878783,8.28745376,3.4621618
9/23/2003,Itokawa,0.67045593,1.4045699,0.60464002
9/26/2003,90000855,-1.58517306,0.02683251,0.07687609
9/29/2003,-122911,99,99,99
9/29/2003,Patroclus,-0.76873123,3.95014232,3.53774587
9/30/2003,Mathilde,-3.0448063,1.33395518,0.4023205
9/30/2003,Lutetia,-0.25170687,-2.0350158,-0.88806998
10/1/2003,Leucus,-2.96482935,-4.22359998,-2.11753693
10/1/2003,Eurybates,-3.63397006,-3.85055521,-1.75585821
10/5/2003,Patroclus,-0.81113044,3.94224141,3.546178
10/6/2003,Polymele,99,99,99
10/6/2003,Donaldjohanson,-1.68254015,-1.61072686,-0.82080147
10/6/2003,Itokawa,0.52613466,1.4373527,0.62374166
10/6/2003,Apophis,0.06864471,-0.75326181,-0.27879348
10/6/2003,90000855,-1.58529219,-0.13087686,0.01602361
10/7/2003,301,0.97830526,0.20655633,0.08925375
10/7/2003,599,99,99,99
10/8/2003,301,99,99,99
10/8/2003,Vesta,99,99,99
10/8/2003,Ryugu,1.18906431,-0.49647109,-0.07185822
10/9/2003,299,99,99,99
10/9/2003,399,99,99,99
10/10/2003,199,99,99,99
10/10/2003,Leucus,99,99,99
10/10/2003,Annefrank,99,99,99
10/12/2003,399,99,99,99
10/14/2003,Orus,99,99,99
10/14/2003,Leucus,99,99,99
10/14/2003,Polymele,99,99,99
10/14/2003,Lutetia,99,99,99
10/14/2003,Annefrank,99,99,99
10/14/2003,Bennu,-1.17391066,-0.02808938,-0.01020431
10/14/2003,Patroclus,99,99,99
10/16/2003,Lutetia,99,99,99
10/16/2003,Bennu,99,99,99
11/15/2003,Ceres,-0.25053436,2.35405042,1.15990956
11/16/2003,Leucus,-2.69084508,-4.39689607,-2.12312771
11/16/2003,90000855,-1.46867655,-0.75632274,-0.23022451
11/30/2003,SUN,0.00328612,-0.00276863,-0.00126109
12/5/2003,301,0.30407913,0.86030588,0.37282677
12/5/2003,Donaldjohanson,-1.24877047,-2.04100102,-0.9664149
12/9/2003,699,99,99,99
12/21/2003,301,0.02541842,0.8979411,0.38921068
12/21/2003,-122911,0.02707998,0.8996707,0.3899968
12/22/2003,301,0.00849556,0.89789068,0.38912901
12/22/2003,599,-5.01441058,1.78933239,0.88904727
1/5/2004,Lutetia,0.88985231,-1.71604853,-0.81258232
1/5/2004,Ryugu,99,99,99
1/8/2004,599,99,99,99
1/8/2004,699,-1.56092634,8.19679024,3.45278867
1/11/2004,Apophis,0.43161423,0.7248569,0.28050763
1/11/2004,Ryugu,99,99,99
1/14/2004,Annefrank,99,99,99
1/18/2004,-122911,-0.44537935,0.80065249,0.34700453
1/19/2004,Patroclus,-1.54857481,3.75922534,3.65510164
1/20/2004,Orus,-4.6245436,-2.00427919,-1.52582658
1/28/2004,Mathilde,99,99,99
1/28/2004,Donaldjohanson,-0.79049845,-2.32084153,-1.04644663
1/30/2004,Eros,-5.26538077,-29.33775806,-7.56886313
1/31/2004,Bennu,99,99,99
2/3/2004,90000188,99,99,99
2/7/2004,399,99,99,99
2/11/2004,90000855,99,99,99
2/12/2004,Bennu,99,99,99
2/12/2004,Patroclus,-1.71166461,3.70687429,3.66936212
2/17/2004,Polymele,-3.32444598,-4.12600813,-1.87189384
2/18/2004,699,-1.79786931,8.15323828,3.44499988
2/23/2004,Polymele,-3.29177657,-4.14403513,-1.88985809
2/28/2004,Polymele,-3.26440093,-4.1588676,-1.90474166
3/2/2004,199,0.35337001,-0.13223926,-0.1067562
3/5/2004,Ryugu,-0.38979007,0.83166728,0.28751811
3/6/2004,90000191,-1.1276756,3.10826326,1.82176266
3/8/2004,Leucus,-1.97854586,-4.75388234,-2.10426201
3/12/2004,Mathilde,-3.26556696,0.0898106,0.0291226
